zip,res,bus,oth,tot
12155,1532.140292,11.45169576,24.8083539,1568.4003416599999
12156,683.74085031,18.56079635,16.7048613,719.00650796
12157,3659.467187882,115.155749104,85.352843385,3859.975780371
12158,5001.3826894,113.5142363,71.78028928,5186.677214980001
12159,7430.2971728,489.1139115,227.0252208,8146.4363051
12160,812.18870025,13.8980688,25.54642622,851.63319527
12161,91.814557622,0.0,1.669315088,93.48387271
12164,480.054251856,28.200000000000003,1.151514,509.405765856
12165,137.84774905,5.042449159999999,5.04177064,147.93196885
12166,1292.9884516199998,33.413703999999996,1.856013782,1328.2581694019998
12167,2435.7719955000002,211.78642032200003,164.753862688,2812.3122785100004
12168,1558.672191243,51.970229780000004,27.841465080000003,1638.483886103
12169,432.49044635999996,0.0,11.13660378,443.62705013999994
12170,4337.5323628,16.36689824,76.373487,4430.27274804
12172,277.37609639,0.0,21.8476894,299.22378578999997
12173,1349.8951298,36.9778528,50.4177064,1437.290689
12174,181.55549436,0.0,3.3611887400000002,184.9166831
12175,563.894832,3.97089044,1.98494888,569.85067132
12176,241.82446178,1.918857434,1.91883,245.662149214
12177,362.0076475,0.0,11.136086919999999,373.14373442000004
12180,47364.2498646,3675.0382622770003,5093.1303111180005,56132.418437995
12181,1832.0477286,421.33012080000003,3.712198302,2257.090047702
12182,13247.585978051999,670.044853007,837.09977202,14754.730603078999
12183,2585.8316772,196.98080175,163.5913216,2946.4038005499997
12184,4972.736470918,183.20904,203.351751672,5359.29726259
12185,1497.74156846,55.24199876,20.417032980000002,1573.4006002
12186,5276.8359445999995,268.761886,260.412264,5806.010094599999
12187,542.053996,0.0,17.8645874,559.9185834
12188,9217.010984999999,301.8784736,516.42966681,10035.319125409998
12189,16015.783556600001,736.1732935,1153.4915728,17905.448422900005
12190,201.1990668,3.5250000000000004,1.151514,205.8755808
12192,1500.8490188,172.69706229099998,19.188299999999998,1692.7343810910002
12193,1572.53093454,10.0159774,11.685150007999999,1594.2320619480001
12194,224.36729,3.97089044,1.98494888,230.32312932
12195,10.086398687,0.0,1.680591876,11.766990563
12196,3097.9707486,235.7221573,68.67561978,3402.3685256800004
12197,1947.207636,34.3551608,28.6252015,2010.1879983000001
12198,6962.5485096,389.7771599,228.2996232,7580.6252927
12201,2271.9972896000004,696.110952,3.3386116400000003,2971.4468532400006
12202,8572.1229126,612.6436025,1547.448839944,10732.215355044
12203,24651.359131056,2447.2349319699997,1802.853028928,28901.447091954
12204,6622.3251291999995,812.9631505,881.3942144,8316.6824941
12205,21539.682113632,4727.53704666,1226.9416405680001,27494.160800859998
12206,14765.4443588,1797.8663229299998,1463.983437728,18027.294119457998
12207,2986.4768311999997,1867.978086325,512.4777672,5366.9326847249995
12208,18700.109973130002,928.1453225000001,1797.8451022,21426.100397830003
12209,7692.3869568,277.109405,580.9200936000001,8550.4164554
12210,10488.5638144,1158.5148935,2253.56628616,13900.64499406
12211,8373.4837186,841.3405335,85.13473584,9299.958987940001
12212,1908.07319338,726.1583615000001,3.3386116400000003,2637.5701665200004
12220,711.1438534399999,130.2077062,3.3386116400000003,844.6901712799998
12222,0.0,3.338667845,10.015853456,13.354521301
12223,0.0,50.079887,20.03166984,70.11155683999999
12224,0.0,1.669320855,0.0,1.669320855
12226,0.0,35.0559209,5.007926728,40.063847628
12227,0.0,0.0,1.669315088,1.669315088
12232,0.0,1.669320855,0.0,1.669320855
12233,0.0,1.669320855,0.0,1.669320855
12234,0.0,1.669320855,0.0,1.669320855
12235,0.0,1.669320855,0.0,1.669320855
12236,0.0,1.669320855,1.669315088,3.338635943
12237,0.0,1.669320855,1.669315088,3.338635943
12239,0.0,1.669320855,0.0,1.669320855
12240,0.0,1.669320855,0.0,1.669320855
12245,0.0,1.669320855,0.0,1.669320855
12246,0.0,5.0079887,0.0,5.0079887
12247,0.0,1.669320855,1.669315088,3.338635943
12248,0.0,1.669320855,0.0,1.669320855
12249,0.0,1.669320855,0.0,1.669320855
12255,0.0,1.669320855,0.0,1.669320855
12257,0.0,1.669320855,0.0,1.669320855
12260,0.0,1.669320855,1.669315088,3.338635943
12288,0.0,1.669320855,1.669315088,3.338635943
12301,2421.108972,379.6569756,3.81530048,2804.58124808
12302,23949.109399645004,1308.410791981,530.237433308,25787.757624934005
12303,24737.172695098,1321.643027118,575.8793357599999,26634.695057976
12304,18441.070386446998,1246.7621919110002,848.430301344,20536.262879701997
12305,6645.159117300001,1480.47215022,940.4713967040001,9066.102664224001
12306,24344.564642383,1024.2634859369998,689.854241096,26058.682369416
12307,6698.570916,364.3947783,391.068227232,7454.033921532
12308,13929.447375807,587.610080064,936.65610176,15453.713557631
12309,24934.984411823003,1073.8667549519998,674.8313743279999,26683.682541103004
12345,0.0,0.0,1.90765024,1.90765024
12401,30570.277015674,4453.27149475,2101.81085186,37125.359362284
12402,3730.4719396,1168.58896818,5.26329754,4904.32420532
12404,3272.4963022,105.27777,70.177257,3447.9513292
12405,633.3496789999999,7.67542477,26.8638115,667.8889152699999
12406,461.17221922,16.82408899,11.7238304,489.72013861
12407,115.15452598,21.1074864,9.594188299999999,145.85620067999997
12409,842.25333862,15.7917998,5.26329754,863.3084359600001
12410,431.6543825,14.0371703,1.7544346899999999,447.44598749
12411,331.63676896,0.0,12.2810363,343.91780525999997
12412,459.72986188,15.7917998,8.7721408,484.29380247999995
12413,2650.4735464,143.91418339999998,193.802605575,2988.1903353750004
12414,10632.604426244,1141.719475507,884.58416892,12658.908070671
12416,228.11070646000002,0.0,12.2810363,240.39174276000003
12417,0.0,0.0,1.7544346899999999,1.7544346899999999
12418,685.1709482,15.35084954,1.91883,702.44062774
12419,382.52347674,7.01855829,12.2810363,401.82307132999995
12420,3.509395484,0.0,1.7544346899999999,5.263830174
12421,463.9689231,0.0,28.472224,492.44114709999997
12422,322.4327583,15.35084954,7.6753583,345.45896614000003
12423,1078.6130476,63.322210899999995,32.6203015,1174.5555600000002
12424,416.4737746,7.67542477,13.43186745,437.58106682000005
12427,255.25932046,7.67542477,1.91883,264.85357523
12428,5979.9966534,552.71165,449.13487578,6981.843179179999
12429,1.754697742,1.75464293,1.7544346899999999,5.263775362
12430,955.7147835000001,20.337111634,6.699327360000001,982.7512224940001
12431,1318.5206272,44.1335869,17.26947,1379.9236841
12432,379.01345024000005,8.77318779,19.298762,407.0854000300001
12433,329.88254448000004,5.2639153599999995,1.7544346899999999,336.90089453
12434,502.49199660000005,1.674383892,11.7238304,515.890210892
12435,264.948925206,3.50927243,1.7544346899999999,270.212632326
12436,383.846994,0.0,5.75650915,389.60350315
12438,41.874199080000004,0.0,1.67483936,43.549038440000004
12439,378.08907519999997,11.51314957,19.188299999999998,408.79052476999993
12440,1696.7862486000001,52.6391536,45.6152497,1795.0406519000003
12441,5.264093226,7.01855829,1.7544346899999999,14.037086206
12442,435.6682632,9.59428717,15.35064,460.61319037
12443,3918.2307504,175.464293,1.7544346899999999,4095.44947809
12444,458.69993839999995,3.8377248,9.594188299999999,472.1318514999999
12446,4490.2625298,117.56084800000001,117.54718299999999,4725.3705608
12448,92.99882257200001,8.77318779,5.26329754,107.035307902
12449,3547.9978877999997,343.908725,105.266212,3997.1728247999995
12450,161.21659304,0.0,5.75650915,166.97310219
12451,1383.7741884000002,40.295862099999994,23.02596,1447.0960105000001
12452,0.0,0.0,1.91883,1.91883
12453,291.27856314,21.0556883,1.7544346899999999,314.08868613
12454,234.1475219,0.0,1.91883,236.0663519
12455,1365.659927822,46.882686199999995,1.67483936,1414.2174533820003
12456,363.22227484,0.0,1.7544346899999999,364.97670953
12457,661.51931344,40.3566128,21.0531771,722.92910334
12458,1663.0889251,43.8660061,24.5620726,1731.5170038
12459,113.89807872,0.0,1.67483936,115.57291808
12460,269.384378414,15.35084954,1.91883,286.65405795400005
12461,1745.9266195999999,14.0371703,17.5443469,1777.5081367999999
12463,1392.6548636720001,23.0263488,49.8897715,1465.5709839720002
12464,751.00842502,35.0927243,36.843108900000004,822.9442582199999
12465,117.00650662299999,1.75464293,5.26329754,124.02444709299999
12466,4018.2467864,143.88096199999998,36.843108900000004,4198.9708573
12468,1385.7285089399998,36.213907092,13.43186745,1435.3742834819998
12469,941.2209815199999,19.31094795,5.007926728,965.5398561979999
12470,654.4606220000001,3.8377248,42.2144515,700.5127983000001
12471,7.018790968,5.2639153599999995,1.7544346899999999,14.037141018
12472,1888.0471982,157.91799799999998,33.334213399999996,2079.2994095999998
12473,608.4015494,9.59428717,5.75650915,623.7523457200001
12474,1015.0357623000001,35.1619586,6.699327360000001,1056.8970482600002
12475,193.01675162,0.0,5.26329754,198.28004916
12477,16683.629532008,1100.15808193,775.45942774,18559.247041677998
12480,632.8984233,19.465286734,5.26329754,657.627007574
12481,1105.45642238,38.6019833,19.298762,1163.35716768
12482,712.03981,21.1074864,26.8638115,760.0111079
12483,15.792279678,0.0,1.7544346899999999,17.546714368
12484,2303.9182929999997,101.7690482,26.3164877,2432.0038288999995
12485,241.82446178,72.9165229,7.6753583,322.41634298
12486,1005.44038638,5.2639153599999995,12.2810363,1022.98533804
12487,2163.5330084,66.6761896,38.597524,2268.806722
12489,56.150169989999995,5.2639153599999995,5.26329754,66.67738288999999
12490,157.92279678,0.0,1.7544346899999999,159.67723147
12491,1598.521282,77.2041009,22.8076575,1698.5330404
12492,282.12861004,5.75656237,1.91883,289.80400241
12493,3.509395484,1.75464293,1.7544346899999999,7.018473104
12494,724.6887476600001,7.01855829,1.7544346899999999,733.4617406400001
12495,201.78945156,1.75464293,1.7544346899999999,205.29852918
12496,1489.3331812000001,99.7805965,13.43186745,1602.5456451500002
12498,5632.5750192000005,449.187838,252.63851699999998,6334.401374200001
12501,1742.48076078,101.59438049999999,67.08753392,1911.1626752
12502,1161.6161823,42.0205443,28.570017,1232.2067436
12503,737.9898754000001,25.212245799999998,3.3611887400000002,766.5633099400001
12504,0.0,3.833756073,1.916784584,5.750540657
12506,0.0,0.0,1.916784584,1.916784584
12507,128.43358578000002,9.584378226,1.916784584,139.93474859000003
12508,17175.60381762,1435.7389113,1159.655672648,19770.998401568002
12510,0.0,0.0,1.916784584,1.916784584
12511,0.0,0.0,1.916784584,1.916784584
12512,5.75071956,0.0,1.916784584,7.6675041440000005
12513,1482.700024,166.4007415,16.80591876,1665.90668426
12514,2618.512983,32.58696249,28.75184224,2679.85178773
12515,1777.5089704,89.48650740000001,56.14167499999999,1923.1371528
12516,1531.4538040999998,55.4667792,25.2088532,1612.1294364999999
12517,305.95421717,6.723279010000001,5.04177064,317.71926682
12518,6335.4609863999995,710.3769503999999,292.15213919999997,7337.990076
12520,2807.5456080000004,164.08722304,168.08737440000002,3139.7202054400004
12521,1660.8932618,38.6588846,35.2923446,1734.8444909999998
12522,4255.5579426,162.93433419000002,92.0057776,4510.498054390001
12523,1662.5733301,11.765728170000001,45.3760854,1719.71514367
12524,13998.504108888,1949.543487675,1157.738888064,17105.786484627002
12525,3247.9340043999996,335.13624899999996,92.985241,3676.0554943999996
12526,2999.0226136,152.9541027,154.6145324,3306.5912487
12527,1437.69007728,109.26184482000001,3.833569168,1550.785491268
12528,12416.21393095,1033.48183861,635.10478314,14084.800552699999
12529,3735.330936728,159.6774221,60.5014472,3955.5098060279997
12530,65.56135297,1.680813694,1.680591876,68.92275853999999
12531,2545.67667708,54.66708891,52.495585340000005,2652.83935133
12533,20063.294594478,1727.103248937,463.94452239300006,22254.342365808003
12534,16884.637178929002,2418.69371681,1312.5431255620001,20615.874021301002
12537,0.0,0.0,1.916784584,1.916784584
12538,12814.6049802,1037.0278971,523.2819416,14374.9148189
12540,6111.145526400001,707.3274096,178.2610104,6996.7339464
12541,1.681075281,0.0,1.680591876,3.3616671570000003
12542,5848.774956784,357.14794634399993,157.898665,6363.821568128
12543,2693.4901056,108.05747264,252.13106159999998,3053.67863984
12544,1.681075281,0.0,1.680591876,3.3616671570000003
12545,5787.1900224,626.8171212,402.5249096,6816.5320532
12546,2451.43406048,116.69325675399999,46.0028888,2614.130206034
12547,2911.0345620000003,245.64947300000003,73.686479,3230.370514
12548,2065.2680418,143.88096199999998,42.1064195,2251.2554233
12549,8112.455013600001,800.4259744,204.10692,9116.987908000001
12550,46560.856684484,5703.027812144,5098.191628908,57362.076125536
12551,2369.29879872,426.22752640000004,4.002088568,2799.528413688
12552,1106.6074034399999,246.13083456,4.002088568,1356.740326568
12553,23054.633223552002,2285.213241168,896.4679160000001,26236.314380720003
12555,0.0,0.0,2.0010346880000003,2.0010346880000003
12561,13328.654863742,1586.19284397,778.96829712,15693.816004832
12563,4955.8851216,427.9473081,79.9709845,5463.8034142
12564,6035.462405136001,621.0660447,325.85293839999997,6982.381388236001
12565,65.56135297,1.680813694,5.04177064,72.28393730399999
12566,7842.5529996000005,271.976983288,173.23096414000003,8287.760947028
12567,2450.15349829,102.33098465,76.1991205,2628.68360344
12568,0.0,0.0,1.7544346899999999,1.7544346899999999
12569,10872.782071200001,716.91174,341.18821440000005,11930.8820256
12570,4836.3857118000005,109.26184482000001,86.25537976,5031.902936380001
12571,8763.7683016,788.0988818699999,402.05338154,9953.92056501
12572,10084.9233042,1412.7369965999999,532.8666728000001,12030.526973600001
12574,1.916991414,0.0,1.916784584,3.833775998
12575,1812.9942482400002,116.06152896,14.007300392,1943.0630775920001
12577,1476.8095104,50.02670816,18.009388960000003,1544.84560752
12578,1828.74155418,101.59438049999999,15.33424728,1945.67018196
12580,3442.791276,72.84115017,78.58818264,3594.22060881
12581,2166.1213463999998,111.17871090000001,67.08753392,2344.38759122
12582,4090.859838648,214.690914,23.0014444,4328.5521970479995
12583,1732.6547778000001,36.684987209999996,31.6679544,1801.0077194100002
12584,1160.63596656,284.149424,4.002088568,1448.787479128
12585,680.50775718,19.168732539,13.417506784,713.093996503
12586,10464.004959394002,644.3421296,486.2542696,11594.601358594002
12588,0.0,0.0,1.7544346899999999,1.7544346899999999
12589,9344.99703036,224.04185132799998,280.15954064,9849.198422328
12590,31220.877045852,2840.806889235,2275.225255776,36336.909190863
12592,1096.47732096,40.25442681,32.58529384,1169.3170416100002
12594,2973.1321998,116.92930914,78.58818264,3168.64969158
12601,36379.308910698004,5150.639769966,4583.035864176,46112.98454484001
12602,2227.448772,419.7951063,3.833569168,2651.077447468
12603,35121.809404602005,3020.9930181450004,1585.182203,39727.984625747005
12604,0.0,1.9168660800000001,0.0,1.9168660800000001
12701,13275.837105804,1544.959665756,1228.287271415,16049.084042974999
12719,1088.5264992,59.4886487,1.749698107,1149.7648460070002
12720,154.00414134000002,3.499340728,6.998780879999999,164.502262948
12721,5202.96225876,118.01232923999999,107.24396066,5428.21854866
12722,7.000200774,0.0,1.749698107,8.749898881
12723,2248.8076926,111.9790789,47.2417132,2408.0284847
12724,7.000200774,1.749670364,1.749698107,10.499569245
12725,238.43884423999998,10.522858154,5.253825129999999,254.21552752399998
12726,1177.7804892,45.4914135,10.498171319999999,1233.7700740199998
12729,1481.2538277600001,23.761367707999998,14.007300392,1519.0224958600002
12732,763.0216776,24.49540106,15.747285849999999,803.26436451
12733,1069.2765846,1.749670364,29.744761,1100.7710159639998
12734,882.0224028,169.7180732,47.2417132,1098.9821892
12736,42.0010668,6.99869742,1.749698107,50.749462326999996
12737,1680.0426719999998,26.24505546,12.24786654,1718.5355939999997
12738,190.75473018000002,1.749670364,8.7484761,201.25287664400003
12740,1567.2711540999999,17.511615889999998,13.997561759999998,1598.78033175
12741,294.0074676,5.24900311,10.498171319999999,309.75464202999996
12742,196.00520814,10.49804613,1.749698107,208.252952377
12743,313.25807141999996,3.499340728,3.4993904399999995,320.25680258799997
12745,73.5018669,0.0,1.749698107,75.251565007
12746,884.4848107199999,20.010615456,10.005211824,914.5006379999999
12747,1792.0478142,31.4941783,47.2417132,1870.7837057
12748,1478.790432,69.98697419999999,19.24667629,1568.0240824900002
12749,15.750400050000001,0.0,1.749698107,17.500098157
12750,56.001399426000006,3.499340728,1.749698107,61.250438261000006
12751,645.764679,6.99869742,12.24786654,665.01124296
12752,257.25618954000004,5.24900311,12.24786654,274.75305919000004
12754,7646.202379116,925.576061566,750.62,9322.398440682
12758,3333.8565049380004,127.74590919,50.741334599999995,3512.3437487280003
12759,1198.7810226000001,20.99605235,36.7437151,1256.52079005
12760,852.8012247,8.447196964,34.469926,895.718347664
12762,138.25339667999998,13.99735493,10.498171319999999,162.74892293
12763,584.6009029559999,17.49670364,15.75673592,617.8543425159999
12764,2058.0522732,69.98697419999999,31.494571699999998,2159.5338191
12765,708.7662792,24.49540106,5.2490856599999995,738.5107659199999
12766,355.25913822,12.24770053,5.2490856599999995,372.75592441
12767,7.000200774,0.0,1.749698107,8.749898881
12768,1270.5288246,38.4927959,20.99637151,1330.01799201
12769,0.0,0.0,1.749698107,1.749698107
12770,155.75407091999998,5.24900311,1.749698107,162.75277213699997
12771,12841.042032000001,1276.6788528,888.4629328,15006.1838176
12775,2287.3075218,62.9883566,15.747285849999999,2366.04316425
12776,2514.8781375,82.7794463,45.41721986,2643.07480366
12777,784.022211,22.74570675,1.749698107,808.5176158569999
12778,89.25192234000001,0.0,1.749698107,91.00162044700001
12779,974.7776304,38.4927959,36.7437151,1050.0141414
12780,2050.599522006,43.269287750000004,26.01360448,2119.882414236
12781,0.0,0.0,1.749698107,1.749698107
12783,1622.2929282,69.98697419999999,29.744761,1722.0246634
12784,0.0,0.0,1.749698107,1.749698107
12785,308.168734104,2.001047984,2.0010346880000003,312.17081677600004
12786,497.01239406,50.7403767,24.495617600000003,572.24838836
12787,85.75206318000001,10.49804613,5.2490856599999995,101.49919497000002
12788,1853.2987956,47.2410679,22.7460956,1923.2859591
12789,2304.8940229560003,56.00429206,61.244245389999996,2422.142560406
12790,4768.871080302,85.7338638,47.2417132,4901.8466573020005
12791,134.75353752,10.49804613,3.4993904399999995,148.75097409000003
12792,96.25232987999999,3.499340728,1.749698107,101.50136871499998
12801,14169.209918635,2093.49819564,1294.9496489580001,17557.657763233
12803,8400.3436258,553.1786122999999,463.842562594,9417.364800694
12804,21074.970382777,1850.2630839360002,707.3990219679999,23632.632488680996
12808,372.33399654000004,7.888077239999999,1.57728312,381.7993569
12809,3111.4270704,47.159293500000004,49.1330881,3207.719452
12810,481.19277530000005,3.15523614,4.73184936,489.07986080000006
12811,141.99174996,0.0,1.57728312,143.56903308
12812,172.96090080000002,7.050000000000001,1.151514,181.16241480000002
12814,1050.7382799,9.4656822,18.92739744,1079.13135954
12815,1063.3585036,28.397099039999997,4.73184936,1096.487452
12816,4408.677140090001,339.940246341,204.393549016,4953.0109354470005
12817,1602.9302791999999,48.9060684,86.7505716,1738.5869192
12819,367.55372092,1.964971993,9.82661762,379.345310533
12820,0.0,0.0,1.57728312,1.57728312
12821,241.75967086,0.0,9.82661762,251.58628848
12822,5370.530656399999,189.1284736,223.664958,5783.324087999999
12823,129.72464748,1.964971993,1.965323524,133.654942997
12824,706.8050893,17.35381188,3.15456624,727.3134674199999
12827,3351.2228252,80.5637573,51.098284899999996,3482.8848674
12828,8437.841031758,382.683362973,329.34829465400003,9149.872689385002
12831,14038.299220946,350.9804672,278.217144,14667.496832146002
12832,5914.270884828,369.41483481899996,290.867742643,6574.55346229
12833,3760.9955655999997,43.64511008,40.005126,3844.6458016799997
12834,5690.200782762,424.434064928,206.35887010300002,6320.9937177930005
12835,3337.245821,58.193576320000005,67.281219,3462.72061632
12836,662.206191411,17.35381188,1.57728312,681.1372864109999
12837,660.4144766,7.85988225,9.82661762,678.10097647
12838,432.4154916,0.0,23.583823799999998,455.9993154
12839,11905.460741312001,683.092130717,988.194343331,13576.747215360001
12841,440.28000480000003,0.0,1.965323524,442.245328324
12842,870.6866328599999,24.674999999999997,12.666666654,908.0282995139999
12843,520.6386492,0.0,1.57728312,522.21593232
12844,246.28951803,9.82487427,1.965323524,258.079715824
12845,5031.244914106001,793.541514264,223.97423806199998,6048.760666432001
12846,2552.6956061,42.595438800000004,50.4731676,2645.7642125
12847,673.017234792,14.100000000000001,8.060606056000001,695.177840848
12848,0.0,0.0,1.965323524,1.965323524
12849,253.55312229999998,15.719793110000001,5.895955949999999,275.16887135999997
12850,2235.1499534,27.278211839999997,9.0920547,2271.52021994
12851,231.99257484,5.079735690000001,1.69335504,238.76566557
12852,309.8882319,8.46622615,1.69335504,320.04781309
12853,1214.32514144,37.86283368,36.277404000000004,1288.4653791199999
12854,57.00002278,0.0,1.965323524,58.965346304
12855,228.6057501,13.545985409999998,1.69335504,243.84509054999998
12856,238.23086318999998,1.577615448,1.57728312,241.38576175799997
12857,470.559131042,6.772980919999999,5.08008246,482.41219442199997
12858,74.50850433,5.079735690000001,1.69335504,81.28159506
12859,1720.4669664,9.09273728,27.2762352,1756.83593888
12860,345.51336987,17.35381188,4.73184936,367.59903111000006
12861,932.052009224,3.92995543,1.965323524,937.947288178
12862,104.12717167,0.0,1.57728312,105.70445479
12863,569.24293244,1.818547456,12.7288908,583.7903706960001
12864,62.360064,0.0,1.151514,63.511578
12865,3013.153839,45.1943587,29.479901599999998,3087.8280993000003
12866,40067.077077664,4786.419357632,2427.5831197499997,47281.079555046
12870,1251.4794215549998,67.7298092,16.933550399999998,1336.142781155
12871,3311.7987084,178.2178816,163.657269,3653.673859
12872,28.787387109,0.0,1.69335504,30.480742149
12873,817.6604958,7.85988225,3.9306373,829.45101535
12874,220.87624155000003,15.776154479999999,1.57728312,238.22967915000004
12878,534.838494,11.0433396,12.61826496,558.50009856
12879,0.0,0.0,1.69335504,1.69335504
12883,4360.110848796,343.72916588100003,265.85742274200004,4969.697437419
12884,274.61797454,5.455642368,1.8184109400000001,281.89202784799994
12885,3679.1668381360005,306.0576696,225.551521182,4210.7760289180005
12886,63.10725837,1.577615448,1.57728312,66.262156938
12887,4839.12760951,292.780907065,237.80403186499998,5369.71254844
12901,31429.373870654003,3985.695944844,2511.007962732,37926.07777823001
12903,1864.9892848999998,307.9159222,185.5047786,2358.4099856999997
12910,1683.2724165,21.03773954,11.474510129999999,1715.78466617
12911,36.123929215000004,5.299014207999999,1.912421958,43.33536538100001
12912,1891.3585192549997,41.19839754,70.6412649,2003.1981816949997
12913,762.833982352,7.10081082,13.546875,783.481668172
12914,801.41917283,18.189676170000002,14.14524588,833.7540948799999
12915,22.231500654999998,0.0,2.02075122,24.252251875
12916,1727.9968448,36.3794118,54.560295599999996,1818.9365522
12917,1232.8391781999999,30.3159783,12.124507320000001,1275.27966382
12918,1920.4580689,26.77529994,24.861456630000003,1972.09482547
12919,2894.0838052000004,258.190218,130.0445202,3282.3185434000006
12920,2710.44284773,76.4750413,42.435813599999996,2829.35370263
12921,2174.8645146999997,34.42541662,72.6721497,2281.9620810199995
12922,68.22930166500001,7.18178066,1.795377456,77.206459781
12923,591.0609291,13.38767708,5.73727308,610.18587926
12924,143.46038768,5.7375604000000004,5.73727308,154.93522116
12926,2004.878605,32.337320999999996,54.560295599999996,2091.7762216
12927,380.64699534999994,10.77269978,3.590754912,395.01045004199995
12928,1483.3970931000001,44.0245174,15.2402994,1542.6619099
12929,0.0,1.912523748,1.912421958,3.824945706
12930,628.76072766,8.08430052,8.08300488,644.9280330600001
12932,623.1613206,16.93247587,11.85351996,651.9473164299999
12933,0.0,0.0,1.912421958,1.912421958
12934,887.5429945999999,19.12523748,17.21178321,923.88001529
12935,1557.0243321,22.950241600000002,9.562109790000001,1589.53668349
12936,480.91861739999996,15.239230639999999,1.69335504,497.85120307999995
12937,1220.710763,32.337320999999996,6.062241,1259.110325
12939,0.0,0.0,2.02075122,2.02075122
12941,1141.3363221,10.159471380000001,1.69335504,1153.18914852
12942,497.8527411,22.0122587,11.85351996,531.7185197599999
12943,345.4489077,10.159471380000001,3.38672742,358.9951065
12944,3608.6757202999997,167.8753452,118.3928745,3894.9439399999997
12945,428.46027480000004,4.04215026,2.02075122,434.5231762800001
12946,8407.611891354001,1059.972701908,844.9863289919999,10312.570922254
12949,3.591005765,0.0,1.795377456,5.386383221
12950,387.782577,18.6257211,11.85351996,418.26181806
12952,323.26485655,7.650062459999999,5.73727308,336.65219209
12953,11396.686126074,1259.129163822,775.96807602,13431.783365916
12955,532.55429775,3.8250420739999997,1.912421958,538.291761782
12956,760.3267386,3.3864904599999996,8.46679254,772.1800216
12957,1558.2257074,18.189676170000002,22.228174799999998,1598.64355837
12958,1662.2310691,34.42541662,24.861456630000003,1721.51794235
12959,1212.7216657,15.300179140000001,9.562109790000001,1237.5839546299999
12960,567.2816643,6.772980919999999,1.69335504,575.74800026
12961,69.42826722,0.0,1.69335504,71.12162226
12962,4487.451227975999,57.375603999999996,89.8836807,4634.710512675999
12964,113.45633285999999,0.0,5.08008246,118.53641531999999
12965,319.6005698,12.56815934,5.38614309,337.55487223000006
12966,2667.7845245000003,60.6322539,28.2905424,2756.7073208
12967,836.27876381,19.74994,5.38614309,861.4148469
12969,529.5155818,4.04215026,2.02075122,535.5784832799999
12970,280.92575084,2.02107513,4.04150244,286.98832840999995
12972,4870.108373207,95.6261874,101.3581548,5067.0927154070005
12973,0.0,0.0,1.795377456,1.795377456
12974,1412.2757415,160.85847598200002,101.6016492,1674.735866682
12975,1.6933795710000001,0.0,1.69335504,3.386734611
12976,274.86243242,0.0,2.02075122,276.88318364
12977,3.3867591420000003,3.3864904599999996,1.69335504,8.466604642
12978,241.01398901000002,3.8250420739999997,5.73727308,250.57630416400002
12979,2425.4433314,250.5403182,172.1178321,2848.1014816999996
12980,1101.32068065,20.2107513,14.14524588,1135.67667783
12981,2080.199016352,70.7630642,36.44417352,2187.4062540719997
12983,7802.030487488,1001.618994763,1240.671973536,10044.321455787
12985,747.908821,9.56261874,5.73727308,763.20871282
12986,6357.423313557,456.762747486,329.382281748,7143.568342791001
12987,140.5502748,8.46622615,1.69335504,150.70985599000002
12989,1049.035093553,8.08430052,6.062241,1063.181635073
12992,4166.101884,72.6759458,59.285203200000005,4298.063032999999
12993,1210.7652453,44.0245174,18.6269748,1273.4167375
12995,0.0,0.0,2.02075122,2.02075122
12996,1759.4170776,45.7177862,25.400325600000002,1830.5351894000003
12997,968.016427429,27.092065100000003,30.480425399999998,1025.588917929
12998,336.9802059,1.6932475869999999,15.2402994,353.913752887
13020,110.98358019,0.0,1.76160628,112.74518647
13021,36541.101228147,3526.5791853250003,2079.5415475199998,42147.221960992
13022,0.0,0.0,11.0028544,11.0028544
13024,0.0,0.0,1.83380992,1.83380992
13026,1096.802525,33.01078422,12.8366848,1142.6499940200001
13027,28684.344289404,1285.9750069000002,1146.808916,31117.128212304
13028,1357.5299388,15.53398979,9.709754,1382.7736825900001
13029,5584.38368,269.52609903999996,160.30648384,6014.21626288
13030,3628.0384247,87.714211455,75.12219392,3790.8748300750003
13031,14168.882376999998,1093.9579574,479.1581576,15741.998491999999
13032,12237.391258249998,684.72737814,701.0620876959999,13623.180724085998
13033,2785.954808612,95.364549,56.848128,2938.167485612
13034,1669.0476201000001,51.3498944,20.172032,1740.5695465000001
13035,7586.926772725001,546.193175389,769.701713088,8902.821661202
13036,7923.719615358,521.970712421,282.443182004,8728.133509783002
13037,8676.140558138,423.74598233700004,368.595532016,9468.482072491
13039,14103.712426000002,1289.4967632999999,391.0768024,15784.285991700002
13040,2365.8196015,34.360185300000005,38.189150999999995,2438.3689378
13041,8653.175009,376.9835144,47.56347368,9077.721997080002
13042,2455.00410087,29.273679772999998,31.21717563,2515.494956273
13043,0.0,0.0,2.094291472,2.094291472
13044,2313.0401334,71.8449185,56.3166555,2441.2017073999996
13045,25412.801980506,2311.258352249,2271.424735772,29995.485068527
13051,1.76164413,0.0,1.76160628,3.52325041
13052,1871.9369811800002,33.173061293,92.01473247999999,1997.1247749530003
13053,3424.0656946,83.26728231,157.10890985999998,3664.44188677
13054,1187.55480624,37.29349228,21.5907016,1246.4390001200002
